Name,Category,Location,WikidataID,DateCelebration,DateDeclaration,Latitude,Longitude,Image,WikiLink,UbicacionLink,,Coordinate3Link,,Coordinate4Link,,IdentificadorLink,Category,CategoryLink,Imagen1
Pasión Viviente de Chinchón,Regional,Chinchón,Q23452661,Sábado Santo,1980,40°08′22″N,3°25′35″O,https://commons.wikimedia.org/wiki/File:Semana_Santa_en_Chinch%C3%B3n._Cruxifici%C3%B3n_de_Jesucristo._Plaza_de_Chinch%C3%B3n.JPG; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23452661&descriptionlang=es&categories=Passion+of+Chinch%C3%B3n&description=Pasi%C3%B3n+Viviente+de+Chinch%C3%B3n,https://es.wikipedia.org/w/index.php?title=Pasi%C3%B3n_viviente_de_Chinch%C3%B3n&action=edit&redlink=1,https://es.wikipedia.org/wiki/Chinch%C3%B3n,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_08_22_N_3_25_35_W_&title=Chinch%C3%B3n,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_08_22_N_3_25_35_W_&title=Chinch%C3%B3n,,https://www.wikidata.org/wiki/Q23452661,Passion of Chinchón,https://commons.wikimedia.org/wiki/Category:Passion_of_Chinch%C3%B3n,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Semana_Santa_en_Chinch%C3%B3n._Cruxifici%C3%B3n_de_Jesucristo._Plaza_de_Chinch%C3%B3n.JPG/100px-Semana_Santa_en_Chinch%C3%B3n._Cruxifici%C3%B3n_de_Jesucristo._Plaza_de_Chinch%C3%B3n.JPG; https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Camera-photo_Upload.svg/16px-Camera-photo_Upload.svg.png
Pasión Viviente de Morata de Tajuña,Regional,Morata de Tajuña,Q23453336,Jueves Santo,5 de julio de 2001,40°13′46″N,3°26′11″O,https://commons.wikimedia.org/wiki/File:Pasi%C3%B3n_de_Morata_de_Taju%C3%B1a_2016_11.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23453336&descriptionlang=es&categories=Passion+of+Morata+de+Taju%C3%B1a&description=Pasi%C3%B3n+Viviente+de+Morata+de+Taju%C3%B1a,https://es.wikipedia.org/w/index.php?title=Pasi%C3%B3n_viviente_de_Morata_de_Taju%C3%B1a&action=edit&redlink=1,https://es.wikipedia.org/wiki/Morata_de_Taju%C3%B1a,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_13_46_N_3_26_11_W_&title=Morata+de+Taju%C3%B1a,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_13_46_N_3_26_11_W_&title=Morata+de+Taju%C3%B1a,,https://www.wikidata.org/wiki/Q23453336,Passion of Morata de Tajuña,https://commons.wikimedia.org/wiki/Category:Passion_of_Morata_de_Taju%C3%B1a,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Pasi%C3%B3n_de_Morata_de_Taju%C3%B1a_2016_11.jpg/100px-Pasi%C3%B3n_de_Morata_de_Taju%C3%B1a_2016_11.jpg; https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Camera-photo_Upload.svg/16px-Camera-photo_Upload.svg.png
La Pasión de Villarejo de Salvanés,Regional,Villarejo de Salvanés,Q23453449,Jueves Santo,6 de junio de 2013,40°10′05″N,3°16′33″O,https://commons.wikimedia.org/wiki/File:Pasi%C3%B3n_de_Villarejo_de_Salvan%C3%A9s_05.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23453449&descriptionlang=es&categories=Passion+of+Villarejo+de+Salvan%C3%A9s&description=La+Pasi%C3%B3n+de+Villarejo+de+Salvan%C3%A9s,https://es.wikipedia.org/w/index.php?title=La_Pasi%C3%B3n_de_Villarejo_de_Salvan%C3%A9s&action=edit&redlink=1,https://es.wikipedia.org/wiki/Villarejo_de_Salvan%C3%A9s,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_10_05_N_3_16_33_W_&title=Villarejo+de+Salvan%C3%A9s,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_10_05_N_3_16_33_W_&title=Villarejo+de+Salvan%C3%A9s,,https://www.wikidata.org/wiki/Q23453449,Passion of Villarejo de Salvanés,https://commons.wikimedia.org/wiki/Category:Passion_of_Villarejo_de_Salvan%C3%A9s,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Pasi%C3%B3n_de_Villarejo_de_Salvan%C3%A9s_05.jpg/100px-Pasi%C3%B3n_de_Villarejo_de_Salvan%C3%A9s_05.jpg; https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Camera-photo_Upload.svg/16px-Camera-photo_Upload.svg.png
La Pasión de Carabaña,Regional,Carabaña,Q23453538,Viernes Santo,6 de junio de 2013,40°15′24″N,3°14′15″O,https://commons.wikimedia.org/wiki/File:Pasi%C3%B3n_de_Caraba%C3%B1a_2016_10.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23453538&descriptionlang=es&categories=Passion+of+Caraba%C3%B1a&description=La+Pasi%C3%B3n+de+Caraba%C3%B1a,https://es.wikipedia.org/w/index.php?title=La_Pasi%C3%B3n_de_Caraba%C3%B1a&action=edit&redlink=1,https://es.wikipedia.org/wiki/Caraba%C3%B1a,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_15_24_N_3_14_15_W_&title=Caraba%C3%B1a,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_15_24_N_3_14_15_W_&title=Caraba%C3%B1a,,https://www.wikidata.org/wiki/Q23453538,Passion of Carabaña,https://commons.wikimedia.org/wiki/Category:Passion_of_Caraba%C3%B1a,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Pasi%C3%B3n_de_Caraba%C3%B1a_2016_10.jpg/100px-Pasi%C3%B3n_de_Caraba%C3%B1a_2016_10.jpg; https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Camera-photo_Upload.svg/16px-Camera-photo_Upload.svg.png
La Pasión de Daganzo,Regional,Daganzo de Arriba,Q23453636,Viernes Santo,6 de marzo de 2014,40°32′42″N,3°27′26″O,https://commons.wikimedia.org/wiki/File:Pasi%C3%B3n_de_Daganzo_06.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23453636&descriptionlang=es&categories=Passion+of+Daganzo+de+Arriba&description=La+Pasi%C3%B3n+de+Daganzo,https://es.wikipedia.org/w/index.php?title=La_Pasi%C3%B3n_de_Daganzo&action=edit&redlink=1,https://es.wikipedia.org/wiki/Daganzo_de_Arriba,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_32_42_N_3_27_26_W_&title=Daganzo+de+Arriba,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_32_42_N_3_27_26_W_&title=Daganzo+de+Arriba,,https://www.wikidata.org/wiki/Q23453636,Passion of Daganzo de Arriba,https://commons.wikimedia.org/wiki/Category:Passion_of_Daganzo_de_Arriba,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Pasi%C3%B3n_de_Daganzo_06.jpg/100px-Pasi%C3%B3n_de_Daganzo_06.jpg; https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Camera-photo_Upload.svg/16px-Camera-photo_Upload.svg.png
Procesión del Encuentro,Regional,Móstoles,Q23453824,Domingo de Resurrección,2 de septiembre de 2010,40°20′00″N,3°52′00″O,https://commons.wikimedia.org/wiki/File:Procesi%C3%B3n_del_Encuentro_2016_(M%C3%B3stoles)_03.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23453824&descriptionlang=es&categories=Holy+Week+in+M%C3%B3stoles&description=Procesi%C3%B3n+del+Encuentro,https://es.wikipedia.org/w/index.php?title=Procesi%C3%B3n_del_Encuentro_(M%C3%B3stoles)&action=edit&redlink=1,https://es.wikipedia.org/wiki/M%C3%B3stoles,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_20_00_N_3_52_00_W_&title=M%C3%B3stoles,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_20_00_N_3_52_00_W_&title=M%C3%B3stoles,,https://www.wikidata.org/wiki/Q23453824,Holy Week in Móstoles,https://commons.wikimedia.org/wiki/Category:Holy_Week_in_M%C3%B3stoles,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Procesi%C3%B3n_del_Encuentro_2016_%28M%C3%B3stoles%29_03.jpg/100px-Procesi%C3%B3n_del_Encuentro_2016_%28M%C3%B3stoles%29_03.jpg; https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Camera-photo_Upload.svg/16px-Camera-photo_Upload.svg.png
Fiesta de la Maya,Regional,El Molar,Q23455822,1 de mayo,5 de mayo de 2011,40°44′06″N,3°34′53″O,https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23455822&descriptionlang=es&categories=Festivals+of+the+Community+of+Madrid&description=Fiesta+de+la+Maya,https://es.wikipedia.org/w/index.php?title=Fiesta_de_la_Maya_(El_Molar)&action=edit&redlink=1,https://es.wikipedia.org/wiki/El_Molar_(Madrid),,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_44_06_N_3_34_53_W_&title=El+Molar,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_44_06_N_3_34_53_W_&title=El+Molar,,https://www.wikidata.org/wiki/Q23455822,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Camera-photo_Upload.svg/50px-Camera-photo_Upload.svg.png
Fiesta de la Maya,Regional,Colmenar Viejo,Q5836853,2 de mayo,17 de noviembre de 2005,40°39′32″N,3°45′59″O,https://commons.wikimedia.org/wiki/File:FiestadelaMaya_ColmenarViejo_Spain.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q5836853&descriptionlang=es&categories=Fiesta+de+la+Maya&description=Fiesta+de+la+Maya,https://es.wikipedia.org/wiki/Fiesta_de_la_Maya_(Colmenar_Viejo),https://es.wikipedia.org/wiki/Colmenar_Viejo,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_39_32_N_3_45_59_W_&title=Colmenar+Viejo,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_39_32_N_3_45_59_W_&title=Colmenar+Viejo,,https://www.wikidata.org/wiki/Q5836853,Fiesta de la Maya,https://commons.wikimedia.org/wiki/Category:Fiesta_de_la_Maya,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/FiestadelaMaya_ColmenarViejo_Spain.jpg/100px-FiestadelaMaya_ColmenarViejo_Spain.jpg; https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Camera-photo_Upload.svg/16px-Camera-photo_Upload.svg.png
Dos de Mayo en Móstoles,Regional,Móstoles,Q23458862,2 de mayo,10 de abril de 2014,40°19′23″N,3°52′03″O,"https://commons.wikimedia.org/wiki/File:Representaci%C3%B3n_teatral_popular_del_Levantamiento_del_Dos_de_Mayo_de_1808_en_M%C3%B3stoles_(2016),_7.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23458862&descriptionlang=es&categories=Dos+de+Mayo+en+M%C3%B3stoles&description=Dos+de+Mayo+en+M%C3%B3stoles",https://es.wikipedia.org/w/index.php?title=Dos_de_Mayo_en_M%C3%B3stoles&action=edit&redlink=1,https://es.wikipedia.org/wiki/M%C3%B3stoles,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_19_23_N_3_52_03_W_&title=M%C3%B3stoles,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_19_23_N_3_52_03_W_&title=M%C3%B3stoles,,https://www.wikidata.org/wiki/Q23458862,Dos de Mayo en Móstoles,https://commons.wikimedia.org/wiki/Category:Dos_de_Mayo_en_M%C3%B3stoles,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Representaci%C3%B3n_teatral_popular_del_Levantamiento_del_Dos_de_Mayo_de_1808_en_M%C3%B3stoles_%282016%29%2C_7.jpg/100px-Representaci%C3%B3n_teatral_popular_del_Levantamiento_del_Dos_de_Mayo_de_1808_en_M%C3%B3stoles_%282016%29%2C_7.jpg; https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Camera-photo_Upload.svg/16px-Camera-photo_Upload.svg.png
Aparición del Santísimo Cristo,Regional,Griñón,Q23458921,17 de junio,17 de noviembre de 2005,40°12′52″N,3°51′30″O,https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23458921&descriptionlang=es&categories=Festivals+of+the+Community+of+Madrid&description=Aparici%C3%B3n+del+Sant%C3%ADsimo+Cristo,https://es.wikipedia.org/w/index.php?title=Aparici%C3%B3n_del_Sant%C3%ADsimo_Cristo&action=edit&redlink=1,https://es.wikipedia.org/wiki/Gri%C3%B1%C3%B3n,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_12_52_N_3_51_30_W_&title=Gri%C3%B1%C3%B3n,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_12_52_N_3_51_30_W_&title=Gri%C3%B1%C3%B3n,,https://www.wikidata.org/wiki/Q23458921,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Camera-photo_Upload.svg/50px-Camera-photo_Upload.svg.png
Travesía de las Cumbres Escurialenses,Regional,San Lorenzo de El Escorial,Q23458984,15 de agosto,18 de junio de 2014,40°35′35″N,4°08′51″O,https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23458984&descriptionlang=es&categories=Festivals+of+the+Community+of+Madrid&description=Traves%C3%ADa+de+las+Cumbres+Escurialenses,https://es.wikipedia.org/w/index.php?title=Traves%C3%ADa_de_las_Cumbres_Escurialenses&action=edit&redlink=1,https://es.wikipedia.org/wiki/San_Lorenzo_de_El_Escorial,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_35_35_N_4_08_51_W_&title=San+Lorenzo+de+El+Escorial,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_35_35_N_4_08_51_W_&title=San+Lorenzo+de+El+Escorial,,https://www.wikidata.org/wiki/Q23458984,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Camera-photo_Upload.svg/50px-Camera-photo_Upload.svg.png
Real Mercado del Siglo de Oro y Bodas Reales entre don Felipe IV y doña Mariana de Austria,Regional,Navalcarnero,Q23459134,Último fin de semana de agosto o primero de septiembre,6 de junio de 2013,40°17′08″N,4°00′59″O,https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23459134&descriptionlang=es&categories=Festivals+of+the+Community+of+Madrid&description=Real+Mercado+del+Siglo+de+Oro+y+Bodas+Reales+entre+don+Felipe+IV+y+do%C3%B1a+Mariana+de+Austria,https://es.wikipedia.org/w/index.php?title=Mercado_del_Siglo_de_Oro_y_Bodas_entre_Felipe_IV_y_Mariana_de_Austria&action=edit&redlink=1,https://es.wikipedia.org/wiki/Navalcarnero,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_17_08_N_4_00_59_W_&title=Navalcarnero,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_17_08_N_4_00_59_W_&title=Navalcarnero,,https://www.wikidata.org/wiki/Q23459134,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Camera-photo_Upload.svg/50px-Camera-photo_Upload.svg.png
Romería de la Virgen de la Herrería,Regional,El Escorial,Q23459185,Primer domingo de septiembre,10 de abril de 2014,40°35′00″N,4°07′37″O,https://commons.wikimedia.org/wiki/File:Romer%C3%ADa_Virgen_de_la_Herrer%C3%ADa2.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23459185&descriptionlang=es&categories=Virgen+de+la+Herrer%C3%ADa&description=Romer%C3%ADa+de+la+Virgen+de+la+Herrer%C3%ADa,https://es.wikipedia.org/w/index.php?title=Romer%C3%ADa_de_la_Virgen_de_la_Herrer%C3%ADa&action=edit&redlink=1,https://es.wikipedia.org/wiki/El_Escorial,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_35_00_N_4_07_37_W_&title=El+Escorial,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_35_00_N_4_07_37_W_&title=El+Escorial,,https://www.wikidata.org/wiki/Q23459185,Virgen de la Herrería,https://commons.wikimedia.org/wiki/Category:Virgen_de_la_Herrer%C3%ADa,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Romer%C3%ADa_Virgen_de_la_Herrer%C3%ADa2.jpg/100px-Romer%C3%ADa_Virgen_de_la_Herrer%C3%ADa2.jpg; https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Camera-photo_Upload.svg/16px-Camera-photo_Upload.svg.png
Fiesta de la Caldereta,Regional,Hoyo de Manzanares,Q23459249,9 de septiembre,28 de abril de 2011,40°37′18″N,3°54′33″O,https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23459249&descriptionlang=es&categories=Festivals+of+the+Community+of+Madrid&description=Fiesta+de+la+Caldereta,https://es.wikipedia.org/w/index.php?title=Fiesta_de_la_Caldereta&action=edit&redlink=1,https://es.wikipedia.org/wiki/Hoyo_de_Manzanares,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_37_18_N_3_54_33_W_&title=Hoyo+de+Manzanares,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_37_18_N_3_54_33_W_&title=Hoyo+de+Manzanares,,https://www.wikidata.org/wiki/Q23459249,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Camera-photo_Upload.svg/50px-Camera-photo_Upload.svg.png
Fiestas de Nuestra Señora de los Santos y San Simón de Rojas,Regional,Móstoles,Q23459290,En torno al 12 de septiembre,2 de septiembre de 2010,40°20′00″N,3°52′00″O,https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23459290&descriptionlang=es&categories=Festivals+of+the+Community+of+Madrid&description=Fiestas+de+Nuestra+Se%C3%B1ora+de+los+Santos+y+San+Sim%C3%B3n+de+Rojas,https://es.wikipedia.org/w/index.php?title=Fiestas_de_Nuestra_Se%C3%B1ora_de_los_Santos_y_San_Sim%C3%B3n_de_Rojas&action=edit&redlink=1,https://es.wikipedia.org/wiki/M%C3%B3stoles,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_20_00_N_3_52_00_W_&title=M%C3%B3stoles,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_20_00_N_3_52_00_W_&title=M%C3%B3stoles,,https://www.wikidata.org/wiki/Q23459290,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Camera-photo_Upload.svg/50px-Camera-photo_Upload.svg.png
Embarcación de la Virgen de la Alarilla,Regional,Fuentidueña de Tajo,Q23459345,Segundo fin de semana de septiembre,2001,40°07′05″N,3°09′37″O,https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23459345&descriptionlang=es&categories=Festivals+of+the+Community+of+Madrid&description=Embarcaci%C3%B3n+de+la+Virgen+de+la+Alarilla,https://es.wikipedia.org/w/index.php?title=Embarcaci%C3%B3n_de_la_Virgen_de_la_Alarilla&action=edit&redlink=1,https://es.wikipedia.org/wiki/Fuentidue%C3%B1a_de_Tajo,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_07_05_N_3_09_37_W_&title=Fuentidue%C3%B1a+de+Tajo,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_07_05_N_3_09_37_W_&title=Fuentidue%C3%B1a+de+Tajo,,https://www.wikidata.org/wiki/Q23459345,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Camera-photo_Upload.svg/50px-Camera-photo_Upload.svg.png
Don Juan en Alcalá,Regional,Alcalá de Henares,Q23459536,31 de octubre,5 de septiembre de 2002,40°28′00″N,3°22′00″O,https://commons.wikimedia.org/wiki/File:Don_Juan_en_Alcal%C3%A1_(RPS_01-11-2014)_escena_de_do%C3%B1a_In%C3%A9s_y_don_Juan.png; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23459536&descriptionlang=es&categories=Don+Juan+en+Alcal%C3%A1&description=Don+Juan+en+Alcal%C3%A1,https://es.wikipedia.org/wiki/Don_Juan_en_Alcal%C3%A1,https://es.wikipedia.org/wiki/Alcal%C3%A1_de_Henares,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_28_00_N_3_22_00_W_&title=Alcal%C3%A1+de+Henares,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_28_00_N_3_22_00_W_&title=Alcal%C3%A1+de+Henares,,https://www.wikidata.org/wiki/Q23459536,Don Juan en Alcalá,https://commons.wikimedia.org/wiki/Category:Don_Juan_en_Alcal%C3%A1,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Don_Juan_en_Alcal%C3%A1_%28RPS_01-11-2014%29_escena_de_do%C3%B1a_In%C3%A9s_y_don_Juan.png/100px-Don_Juan_en_Alcal%C3%A1_%28RPS_01-11-2014%29_escena_de_do%C3%B1a_In%C3%A9s_y_don_Juan.png; https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Camera-photo_Upload.svg/16px-Camera-photo_Upload.svg.png
Belén Viviente,Regional,Buitrago del Lozoya,Q23459602,Navidad,30 de agosto de 2001,40°59′31″N,3°38′20″O,https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23459602&descriptionlang=es&categories=Festivals+of+the+Community+of+Madrid&description=Bel%C3%A9n+Viviente,https://es.wikipedia.org/w/index.php?title=Bel%C3%A9n_viviente_de_Buitrago_del_Lozoya&action=edit&redlink=1,https://es.wikipedia.org/wiki/Buitrago_del_Lozoya,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_59_31_N_3_38_20_W_&title=Buitrago+del+Lozoya,,http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_inter%C3%A9s_tur%C3%ADstico_de_la_Comunidad_de_Madrid&params=40_59_31_N_3_38_20_W_&title=Buitrago+del+Lozoya,,https://www.wikidata.org/wiki/Q23459602,,,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Camera-photo_Upload.svg/50px-Camera-photo_Upload.svg.png
