WikidataID,WikidataFiestaURI,FiestaLabel,Location,WikidataLocation
Q19009993,http://www.wikidata.org/entity/Q19009993,Feira Franca,Pontevedra,http://www.wikidata.org/entity/Q12411
Q20020062,http://www.wikidata.org/entity/Q20020062,Fiesta del Choco,Redondela,http://www.wikidata.org/entity/Q833032
Q20544790,http://www.wikidata.org/entity/Q20544790,As Fachas de Castelo,Taboada,http://www.wikidata.org/entity/Q578118
Q20545088,http://www.wikidata.org/entity/Q20545088,Fiesta de la Coca de Redondela,Redondela,http://www.wikidata.org/entity/Q833032
Q20545101,http://www.wikidata.org/entity/Q20545101,Fiesta de la Empanada de Bandeira,Silleda,http://www.wikidata.org/entity/Q1607540
Q20545124,http://www.wikidata.org/entity/Q20545124,Fiesta de la Filloa de Lestedo,Boqueijón,http://www.wikidata.org/entity/Q1369014
Q20545134,http://www.wikidata.org/entity/Q20545134,Fiesta de la Filloa de Muimenta,Cospeito,http://www.wikidata.org/entity/Q1445401
Q20545224,http://www.wikidata.org/entity/Q20545224,Fiesta del Queso de Arzúa,Arzúa,http://www.wikidata.org/entity/Q651676
Q20545259,http://www.wikidata.org/entity/Q20545259,Fiesta de San Roque (Betanzos),Betanzos,http://www.wikidata.org/entity/Q671341
Q20548926,http://www.wikidata.org/entity/Q20548926,Festa do gaiteiro de Soutelo de Montes,Forcarey,http://www.wikidata.org/entity/Q385667
Q23660970,http://www.wikidata.org/entity/Q23660970,Fiesta del Botillo,O Barco de Valdeorras,http://www.wikidata.org/entity/Q1607428
Q23660973,http://www.wikidata.org/entity/Q23660973,Carnaval de Cobres,Vilaboa,http://www.wikidata.org/entity/Q377426
Q23660979,http://www.wikidata.org/entity/Q23660979,Carnaval del Ulla-Carnaval de los Generales,Santiago de Compostela,http://www.wikidata.org/entity/Q14314
Q23660979,http://www.wikidata.org/entity/Q23660979,Carnaval del Ulla-Carnaval de los Generales,Touro,http://www.wikidata.org/entity/Q904203
Q23660979,http://www.wikidata.org/entity/Q23660979,Carnaval del Ulla-Carnaval de los Generales,Boqueijón,http://www.wikidata.org/entity/Q1369014
Q23660979,http://www.wikidata.org/entity/Q23660979,Carnaval del Ulla-Carnaval de los Generales,Villa de Cruces,http://www.wikidata.org/entity/Q1607479
Q23660979,http://www.wikidata.org/entity/Q23660979,Carnaval del Ulla-Carnaval de los Generales,Silleda,http://www.wikidata.org/entity/Q1607540
Q23660979,http://www.wikidata.org/entity/Q23660979,Carnaval del Ulla-Carnaval de los Generales,Vedra,http://www.wikidata.org/entity/Q1616092
Q23660979,http://www.wikidata.org/entity/Q23660979,Carnaval del Ulla-Carnaval de los Generales,La Estrada,http://www.wikidata.org/entity/Q1621191
Q23660979,http://www.wikidata.org/entity/Q23660979,Carnaval del Ulla-Carnaval de los Generales,Teo,http://www.wikidata.org/entity/Q1635642
Q23660997,http://www.wikidata.org/entity/Q23660997,Carnaval de Maceda,Maceda,http://www.wikidata.org/entity/Q1617896
Q23661019,http://www.wikidata.org/entity/Q23661019,Festa da Androlla e O Entroido,Viana del Bollo,http://www.wikidata.org/entity/Q1627561
Q23661091,http://www.wikidata.org/entity/Q23661091,Folión del Carnaval de Manzaneda,Manzaneda,http://www.wikidata.org/entity/Q746742
Q23661130,http://www.wikidata.org/entity/Q23661130,Fiesta del Lacón con Grelos,Cuntis,http://www.wikidata.org/entity/Q1631860
Q23661143,http://www.wikidata.org/entity/Q23661143,Fiesta del Erizo de Cervo,Cervo,http://www.wikidata.org/entity/Q1616622
Q23661249,http://www.wikidata.org/entity/Q23661249,Fiesta de las Pepitas,Ferrol,http://www.wikidata.org/entity/Q485329
Q23661265,http://www.wikidata.org/entity/Q23661265,Fiesta de la Reconquista de Vigo,Vigo,http://www.wikidata.org/entity/Q8745
Q23661280,http://www.wikidata.org/entity/Q23661280,Encuentro degustación de Millo Corvo,Bueu,http://www.wikidata.org/entity/Q1632909
Q23661299,http://www.wikidata.org/entity/Q23661299,Fiesta de la Ostra de Arcade,Sotomayor,http://www.wikidata.org/entity/Q1628271
Q23661316,http://www.wikidata.org/entity/Q23661316,Fiesta del Santísimo Cristo,Finisterre,http://www.wikidata.org/entity/Q732090
Q23661324,http://www.wikidata.org/entity/Q23661324,Muestra del Encaje,Camariñas,http://www.wikidata.org/entity/Q1373985
Q23661359,http://www.wikidata.org/entity/Q23661359,Fiesta do Requeixo e do Mel,As Neves,http://www.wikidata.org/entity/Q1634850
Q23661374,http://www.wikidata.org/entity/Q23661374,Feria del Vino de Amandi,Sober,http://www.wikidata.org/entity/Q1442183
Q23661376,http://www.wikidata.org/entity/Q23661376,Fiestas de San Telmo,Tuy,http://www.wikidata.org/entity/Q824122
Q23661377,http://www.wikidata.org/entity/Q23661377,Fiesta de la Lamprea,Arbo,http://www.wikidata.org/entity/Q630031
Q23661379,http://www.wikidata.org/entity/Q23661379,Exposición y Exaltación del vino de O Ribeiro,Ribadavia,http://www.wikidata.org/entity/Q917180
Q23661382,http://www.wikidata.org/entity/Q23661382,Feria de la Trucha,A Pontenova,http://www.wikidata.org/entity/Q1465219
Q23661386,http://www.wikidata.org/entity/Q23661386,Fiesta de los Mayos,Orense,http://www.wikidata.org/entity/Q99151
Q23661388,http://www.wikidata.org/entity/Q23661388,Fiesta de la Trucha,Oroso,http://www.wikidata.org/entity/Q924131
Q23661400,http://www.wikidata.org/entity/Q23661400,Fiesta del Melindre y de la Repostería Tradicional,Melide,http://www.wikidata.org/entity/Q912514
Q23661415,http://www.wikidata.org/entity/Q23661415,Muestra de aceite de Quiroga,Quiroga,http://www.wikidata.org/entity/Q969128
Q23661429,http://www.wikidata.org/entity/Q23661429,Romería Etnográfica Raigame de Vilanova dos Infantes,Celanova,http://www.wikidata.org/entity/Q1605505
Q23661446,http://www.wikidata.org/entity/Q23661446,Fiesta del Salmón,La Estrada,http://www.wikidata.org/entity/Q1621191
Q23661448,http://www.wikidata.org/entity/Q23661448,Fiesta de la Trucha,Puentecaldelas,http://www.wikidata.org/entity/Q1631751
Q23661451,http://www.wikidata.org/entity/Q23661451,Fiesta del Gallo de Corral,Villa de Cruces,http://www.wikidata.org/entity/Q1607479
Q23661454,http://www.wikidata.org/entity/Q23661454,Festa do Peixe,Bande,http://www.wikidata.org/entity/Q1645000
Q23661460,http://www.wikidata.org/entity/Q23661460,Alfombras florales del Corpus Christi,Ares,http://www.wikidata.org/entity/Q17416
Q23661462,http://www.wikidata.org/entity/Q23661462,Ofrenda del Reino de Galicia al Santísimo Sacramento de Lugo,Lugo,http://www.wikidata.org/entity/Q11125
Q23661464,http://www.wikidata.org/entity/Q23661464,Fiesta de la Rosa,Mos,http://www.wikidata.org/entity/Q1596023
Q23661467,http://www.wikidata.org/entity/Q23661467,Romería de San Adrián,Malpica de Bergantiños,http://www.wikidata.org/entity/Q596761
Q23661468,http://www.wikidata.org/entity/Q23661468,Fiesta de la merluza del pincho de celeiro,Cillero (Vivero),http://www.wikidata.org/entity/Q2943901
Q23661470,http://www.wikidata.org/entity/Q23661470,Fiesta del Percebe del Roncudo,Ponteceso,http://www.wikidata.org/entity/Q1450823
Q23661472,http://www.wikidata.org/entity/Q23661472,A rapa das bestas de Candaoso,Vivero,http://www.wikidata.org/entity/Q641221
Q23661475,http://www.wikidata.org/entity/Q23661475,Fiesta de la Langosta y de la Cocina Marinera,La Guardia,http://www.wikidata.org/entity/Q300433
Q23661480,http://www.wikidata.org/entity/Q23661480,Fiesta de las Cerezas de Paiosaco,A Laracha,http://www.wikidata.org/entity/Q924043
Q23661482,http://www.wikidata.org/entity/Q23661482,Faguía do Carnés,Vimianzo,http://www.wikidata.org/entity/Q1616162
Q23661491,http://www.wikidata.org/entity/Q23661491,Fiesta de la Vieira,Cambados,http://www.wikidata.org/entity/Q695477
Q23661493,http://www.wikidata.org/entity/Q23661493,Gran Premio de Carrilanas de Esteiro,Muros,http://www.wikidata.org/entity/Q578957
Q23661495,http://www.wikidata.org/entity/Q23661495,Fiesta del Santísimo Cristo de los Afligidos (Bouzas),Bouzas,http://www.wikidata.org/entity/Q3398883
Q23661499,http://www.wikidata.org/entity/Q23661499,Romería de la Fraga de As Pontes,As Pontes de García Rodríguez,http://www.wikidata.org/entity/Q1442761
Q23661501,http://www.wikidata.org/entity/Q23661501,Oenach Atlántico,Narón,http://www.wikidata.org/entity/Q1368896
Q23661507,http://www.wikidata.org/entity/Q23661507,Fiesta del Pimiento,A Arnoia,http://www.wikidata.org/entity/Q1631832
Q23661509,http://www.wikidata.org/entity/Q23661509,Mostra da Olería de Buño,Malpica de Bergantiños,http://www.wikidata.org/entity/Q596761
Q23661514,http://www.wikidata.org/entity/Q23661514,Fiesta del Pimiento de Padrón,Padrón,http://www.wikidata.org/entity/Q500494
Q23661515,http://www.wikidata.org/entity/Q23661515,Festival Internacional del Emigrante,Barreiros,http://www.wikidata.org/entity/Q1634820
Q23661516,http://www.wikidata.org/entity/Q23661516,Festival de Pardiñas,Guitiriz,http://www.wikidata.org/entity/Q1602975
Q23661518,http://www.wikidata.org/entity/Q23661518,Fiestas de la Santa Cruz,Ribadeo,http://www.wikidata.org/entity/Q824076
Q23661521,http://www.wikidata.org/entity/Q23661521,Fiesta de San Fins do Castro,Cabana de Bergantiños,http://www.wikidata.org/entity/Q1368763
Q23661523,http://www.wikidata.org/entity/Q23661523,Fiesta del Pimiento,Oimbra,http://www.wikidata.org/entity/Q523774
Q23661524,http://www.wikidata.org/entity/Q23661524,Fiesta do Galo Piñeiro y muestra caballar,O Pino,http://www.wikidata.org/entity/Q841313
Q23661526,http://www.wikidata.org/entity/Q23661526,Filandón de músicas de O Courel,Folgoso do Courel,http://www.wikidata.org/entity/Q1447369
Q23661528,http://www.wikidata.org/entity/Q23661528,Fiesta del Monte,La Guardia,http://www.wikidata.org/entity/Q300433
Q23661530,http://www.wikidata.org/entity/Q23661530,Fiesta del Mejillón y del Berberecho,Villagarcía de Arosa,http://www.wikidata.org/entity/Q1442637
Q23661532,http://www.wikidata.org/entity/Q23661532,Fiestas de San Lorenzo,Foz,http://www.wikidata.org/entity/Q917878
Q23661534,http://www.wikidata.org/entity/Q23661534,Fiesta de San Roque,Sada,http://www.wikidata.org/entity/Q1616081
Q23661542,http://www.wikidata.org/entity/Q23661542,Fiesta del Jamón,La Cañiza,http://www.wikidata.org/entity/Q969445
Q23661547,http://www.wikidata.org/entity/Q23661547,Fiesta de la Danza de San Roque,Hío,http://www.wikidata.org/entity/Q3327545
Q23661553,http://www.wikidata.org/entity/Q23661553,Naufragio de Lage,Laxe,http://www.wikidata.org/entity/Q1620185
Q23661565,http://www.wikidata.org/entity/Q23661565,Queimada popular de Cervo,Cervo,http://www.wikidata.org/entity/Q1616622
Q23657066,http://www.wikidata.org/entity/Q23657066,Fiesta del Crespillo,Barbastro,http://www.wikidata.org/entity/Q502975
Q23657067,http://www.wikidata.org/entity/Q23657067,Rosario de Cristal,Tauste,http://www.wikidata.org/entity/Q572755
Q23657071,http://www.wikidata.org/entity/Q23657071,Primer viernes de mayo,Jaca,http://www.wikidata.org/entity/Q49581
Q23657075,http://www.wikidata.org/entity/Q23657075,Rosario de Cristal,Borja,http://www.wikidata.org/entity/Q835559
Q23657079,http://www.wikidata.org/entity/Q23657079,Fiestas de San Pascual Bailón,Terrer,http://www.wikidata.org/entity/Q979314
Q23657080,http://www.wikidata.org/entity/Q23657080,Fiesta de San Juan Lorenzo,Cetina,http://www.wikidata.org/entity/Q959334
Q23657082,http://www.wikidata.org/entity/Q23657082,Homenaje a Guillem de Mont-Rodón,Monzón,http://www.wikidata.org/entity/Q5123
Q23657086,http://www.wikidata.org/entity/Q23657086,Corpus Christi en Daroca,Daroca,http://www.wikidata.org/entity/Q978587
Q23657090,http://www.wikidata.org/entity/Q23657090,Alfombras del Corpus Christi,Tamarite de Litera,http://www.wikidata.org/entity/Q633385
Q23657092,http://www.wikidata.org/entity/Q23657092,Dance de Gallur,Gallur,http://www.wikidata.org/entity/Q572779
Q23657094,http://www.wikidata.org/entity/Q23657094,Toro de Sogas,Pina de Ebro,http://www.wikidata.org/entity/Q1641099
Q23657102,http://www.wikidata.org/entity/Q23657102,Conmemoración del Compromiso de Caspe,Caspe,http://www.wikidata.org/entity/Q64010
Q23657108,http://www.wikidata.org/entity/Q23657108,Fiesta de San Cristóbal,Munébrega,http://www.wikidata.org/entity/Q1650485
Q23657110,http://www.wikidata.org/entity/Q23657110,Día de la Longaniza,Graus,http://www.wikidata.org/entity/Q937763
Q23657113,http://www.wikidata.org/entity/Q23657113,Mercado Medieval de Daroca,Daroca,http://www.wikidata.org/entity/Q978587
Q23657116,http://www.wikidata.org/entity/Q23657116,Baile de San Roque,Calamocha,http://www.wikidata.org/entity/Q572760
Q23657119,http://www.wikidata.org/entity/Q23657119,Fiesta de las Migas y Vino en Teja,Romanos (Zaragoza),http://www.wikidata.org/entity/Q3441099
Q23657120,http://www.wikidata.org/entity/Q23657120,La Morisma,Aínsa-Sobrarbe,http://www.wikidata.org/entity/Q673876
Q23657122,http://www.wikidata.org/entity/Q23657122,Sitio de Barbastro,Barbastro,http://www.wikidata.org/entity/Q502975
Q23657123,http://www.wikidata.org/entity/Q23657123,Dance de Sariñena,Sariñena,http://www.wikidata.org/entity/Q478178
Q23657130,http://www.wikidata.org/entity/Q23657130,Paloteo de Longares,Longares,http://www.wikidata.org/entity/Q1650702
Q23657133,http://www.wikidata.org/entity/Q23657133,Fiesta de la Virgen de la Corona,Almudévar,http://www.wikidata.org/entity/Q934921
Q23657137,http://www.wikidata.org/entity/Q23657137,Toro de Ronda de Cariñena,Cariñena,http://www.wikidata.org/entity/Q984529
Q23657142,http://www.wikidata.org/entity/Q23657142,Día del Encierro Andando,Novallas,http://www.wikidata.org/entity/Q1635927
Q23657153,http://www.wikidata.org/entity/Q23657153,Pesaje de los Niños,Lituénigo,http://www.wikidata.org/entity/Q1632405
Q23657156,http://www.wikidata.org/entity/Q23657156,Dance de Sena,Sena,http://www.wikidata.org/entity/Q1020526
Q23657159,http://www.wikidata.org/entity/Q23657159,Bautizo del Alcalde,Monzón,http://www.wikidata.org/entity/Q5123
Q24940835,http://www.wikidata.org/entity/Q24940835,La Vaquilla del Ángel,Teruel,http://www.wikidata.org/entity/Q14336
Q47092271,http://www.wikidata.org/entity/Q47092271,Feria de la Brujería,Trasmoz,http://www.wikidata.org/entity/Q1628169
Q47092312,http://www.wikidata.org/entity/Q47092312,Semana Santa de Pinseque,Pinseque,http://www.wikidata.org/entity/Q1640990
Q47092322,http://www.wikidata.org/entity/Q47092322,Recreación Histórica de la Estancia del Santo Grial en Bailo,Bailo,http://www.wikidata.org/entity/Q1635407
Q47092389,http://www.wikidata.org/entity/Q47092389,Crónicas de un Pueblo: Maluenda,Maluenda,http://www.wikidata.org/entity/Q1640382
Q47092614,http://www.wikidata.org/entity/Q47092614,Festival de la Vendimia de Cariñena,Cariñena,http://www.wikidata.org/entity/Q2832748
Q47092625,http://www.wikidata.org/entity/Q47092625,Feria Mudéjar,Utebo,http://www.wikidata.org/entity/Q220073
Q47092656,http://www.wikidata.org/entity/Q47092656,Semana Santa de Used,Used (Zaragoza),http://www.wikidata.org/entity/Q3552569
Q47092675,http://www.wikidata.org/entity/Q47092675,Alfombras del Santísimo Misterio,Aguaviva,http://www.wikidata.org/entity/Q1770476
Q922592,http://www.wikidata.org/entity/Q922592,Festival Intercéltico de Avilés,Avilés,http://www.wikidata.org/entity/Q14649
Q1749242,http://www.wikidata.org/entity/Q1749242,Rally Príncipe de Asturias,,
Q5494246,http://www.wikidata.org/entity/Q5494246,Les Carroces de Valdesoto,Valdesoto,http://www.wikidata.org/entity/Q3824515
Q5550927,http://www.wikidata.org/entity/Q5550927,Fiesta del Cordero,,
Q5801467,http://www.wikidata.org/entity/Q5801467,Fiesta de los Humanitarios,Moreda,http://www.wikidata.org/entity/Q963662
Q5803870,http://www.wikidata.org/entity/Q5803870,Descenso Folclórico del Nalón,Pola de Laviana,http://www.wikidata.org/entity/Q1018052
Q5815817,http://www.wikidata.org/entity/Q5815817,Día de los Pueblos de Asturias,Parroquia de Navelgas,http://www.wikidata.org/entity/Q5198661
Q5821244,http://www.wikidata.org/entity/Q5821244,El Carmín,Pola de Siero,http://www.wikidata.org/entity/Q1018362
Q5858861,http://www.wikidata.org/entity/Q5858861,Feria de la Ascensión,Oviedo,http://www.wikidata.org/entity/Q14317
Q5861667,http://www.wikidata.org/entity/Q5861667,Fiesta de Antroxu (Gijón),Gijón,http://www.wikidata.org/entity/Q12273
Q5861670,http://www.wikidata.org/entity/Q5861670,Fiesta de L'Amuravela,Cudillero,http://www.wikidata.org/entity/Q818372
Q5861671,http://www.wikidata.org/entity/Q5861671,Fiesta de La Regalina,Cadavedo,http://www.wikidata.org/entity/Q6400114
Q5861676,http://www.wikidata.org/entity/Q5861676,Fiesta de Nuestra Señora de Andrín,Andrín,http://www.wikidata.org/entity/Q4760308
Q5861677,http://www.wikidata.org/entity/Q5861677,Fiesta de Nuestra Señora del Carmen y la Magdalena,Cangas del Narcea,http://www.wikidata.org/entity/Q737421
Q5861678,http://www.wikidata.org/entity/Q5861678,Fiesta de Nuestra Señora del Cébrano,Carrea,http://www.wikidata.org/entity/Q11680552
Q5861683,http://www.wikidata.org/entity/Q5861683,Fiesta de San Antonio de Padua (Cangas de Onís),Cangas de Onís,http://www.wikidata.org/entity/Q225515
Q5861692,http://www.wikidata.org/entity/Q5861692,Fiesta de San Roque (Llanes),Llanes,http://www.wikidata.org/entity/Q503094
Q5861749,http://www.wikidata.org/entity/Q5861749,Fiesta del Alba,Salcedo,http://www.wikidata.org/entity/Q1628504
Q5861750,http://www.wikidata.org/entity/Q5861750,Fiesta del Antroxu (Avilés),Avilés,http://www.wikidata.org/entity/Q14649
Q5861751,http://www.wikidata.org/entity/Q5861751,Fiesta del Asturcón,,
Q5861752,http://www.wikidata.org/entity/Q5861752,Fiesta del Bollo,Avilés,http://www.wikidata.org/entity/Q14649
Q5861754,http://www.wikidata.org/entity/Q5861754,Fiesta del Bollo de La Peruyal,Arriondas,http://www.wikidata.org/entity/Q624774
Q5861772,http://www.wikidata.org/entity/Q5861772,Fiesta del Pastor,Lagos de Covadonga,http://www.wikidata.org/entity/Q2477016
Q5931264,http://www.wikidata.org/entity/Q5931264,Jira al embalse de Trasona,Trasona,http://www.wikidata.org/entity/Q1018062
Q5979697,http://www.wikidata.org/entity/Q5979697,Los Exconxuraos,Llanera,http://www.wikidata.org/entity/Q744114
Q6111497,http://www.wikidata.org/entity/Q6111497,Romería de los Santos Mártires de Valdecuna,,
Q6124486,http://www.wikidata.org/entity/Q6124486,Semana Santa en Avilés,Avilés,http://www.wikidata.org/entity/Q14649
Q8961531,http://www.wikidata.org/entity/Q8961531,Festival del Arroz con Leche,Santa Eulalia,http://www.wikidata.org/entity/Q850308
Q8961602,http://www.wikidata.org/entity/Q8961602,Fiesta de los Huevos Pintos,Pola de Siero,http://www.wikidata.org/entity/Q1018362
Q23657351,http://www.wikidata.org/entity/Q23657351,Fiesta del Guirria y del Aguinaldo,San Juan de Beleño,http://www.wikidata.org/entity/Q7414628
Q23657352,http://www.wikidata.org/entity/Q23657352,Jornadas Gastronómicas de la Matanza de Amieva y Alto Sella,Amieva,http://www.wikidata.org/entity/Q470989
Q23657354,http://www.wikidata.org/entity/Q23657354,Semana Santa en Villaviciosa,Villaviciosa,http://www.wikidata.org/entity/Q842648
Q23657357,http://www.wikidata.org/entity/Q23657357,Fiesta del Picadillo y el Sabadiego,Noreña,http://www.wikidata.org/entity/Q816255
Q23657359,http://www.wikidata.org/entity/Q23657359,Feria del Salmón,Cornellana,http://www.wikidata.org/entity/Q5171582
Q23657360,http://www.wikidata.org/entity/Q23657360,Alfombras florales del Corpus,Castropol,http://www.wikidata.org/entity/Q826607
Q23657362,http://www.wikidata.org/entity/Q23657362,Mercado Astur,Nava,http://www.wikidata.org/entity/Q946280
Q23657364,http://www.wikidata.org/entity/Q23657364,La Sacramental,Cue,http://www.wikidata.org/entity/Q16554061
Q23657367,http://www.wikidata.org/entity/Q23657367,Procesión marinera de San Juan,San Juan de la Arena,http://www.wikidata.org/entity/Q9073540
Q23657369,http://www.wikidata.org/entity/Q23657369,Campeonato Nacional del Bateo de Oro,Parroquia de Navelgas,http://www.wikidata.org/entity/Q5198661
Q23657370,http://www.wikidata.org/entity/Q23657370,Festival de Bandas de Gaitas Villa de Candás,Candás,http://www.wikidata.org/entity/Q5008805
Q23657395,http://www.wikidata.org/entity/Q23657395,Fiesta de Santa María Magdalena,Cangas del Narcea,http://www.wikidata.org/entity/Q737421
Q23657396,http://www.wikidata.org/entity/Q23657396,Fiesta de Santa María Magdalena,Llanes,http://www.wikidata.org/entity/Q503094
Q23657397,http://www.wikidata.org/entity/Q23657397,Fiesta Vaqueira,Tineo,http://www.wikidata.org/entity/Q842632
Q23657444,http://www.wikidata.org/entity/Q23657444,Festival Intercéltico de Occidente,Tapia de Casariego,http://www.wikidata.org/entity/Q826603
Q23657644,http://www.wikidata.org/entity/Q23657644,Torneo de Tenis Playa de Luanco,Luanco,http://www.wikidata.org/entity/Q859804
Q23657661,http://www.wikidata.org/entity/Q23657661,Festival de la Sardina,Candás,http://www.wikidata.org/entity/Q5008805
Q23657664,http://www.wikidata.org/entity/Q23657664,Mercado Vaqueiro,San Martín de Luiña,http://www.wikidata.org/entity/Q5195459
Q23657667,http://www.wikidata.org/entity/Q23657667,Mercado tradicional de Oles,Oles,http://www.wikidata.org/entity/Q3612204
Q23657669,http://www.wikidata.org/entity/Q23657669,Fiesta de San Roque,Tineo,http://www.wikidata.org/entity/Q842632
Q23657673,http://www.wikidata.org/entity/Q23657673,Fiesta de San Pedrín de la Cueva,Narzana,http://www.wikidata.org/entity/Q6966535
Q23657676,http://www.wikidata.org/entity/Q23657676,Primer desembarco de Carlos V,Tazones,http://www.wikidata.org/entity/Q5195477
Q23657679,http://www.wikidata.org/entity/Q23657679,Fiesta de San Timoteo,Luarca,http://www.wikidata.org/entity/Q1872807
Q23657684,http://www.wikidata.org/entity/Q23657684,Certamen del Queso Casín,Campo de Caso,http://www.wikidata.org/entity/Q3775140
Q23657687,http://www.wikidata.org/entity/Q23657687,El Carmen de Torazo,Torazo,http://www.wikidata.org/entity/Q987594
Q23657689,http://www.wikidata.org/entity/Q23657689,Certamen del Queso de Cabrales,Las Arenas,http://www.wikidata.org/entity/Q1026373
Q23657695,http://www.wikidata.org/entity/Q23657695,Festival de la Sidra Natural,Gijón,http://www.wikidata.org/entity/Q12273
Q23657702,http://www.wikidata.org/entity/Q23657702,Fiesta de Nuestra Señora del Carbayo,Langreo,http://www.wikidata.org/entity/Q493806
Q23657708,http://www.wikidata.org/entity/Q23657708,Fiesta del Santo Cristo del Amparo,Llanes,http://www.wikidata.org/entity/Q503094
Q23657711,http://www.wikidata.org/entity/Q23657711,Festival de la Avellana,Infiesto,http://www.wikidata.org/entity/Q9008407
Q23657717,http://www.wikidata.org/entity/Q23657717,Festival de la Manzana,Villaviciosa,http://www.wikidata.org/entity/Q842648
Q23657723,http://www.wikidata.org/entity/Q23657723,Fiesta de la Vendimia del Vino de Calidad,Cangas del Narcea,http://www.wikidata.org/entity/Q737421
Q23657727,http://www.wikidata.org/entity/Q23657727,Certamen del Queso de Gamonedo,Benia de Onís,http://www.wikidata.org/entity/Q21716664
Q23657808,http://www.wikidata.org/entity/Q23657808,Noche Mágica y Festival del Esfoyón y el Amagosto,Parroquia de Navelgas,http://www.wikidata.org/entity/Q5198661
Q23658015,http://www.wikidata.org/entity/Q23658015,Fiesta de los Nabos,Sotrondio,http://www.wikidata.org/entity/Q6132683
Q23661574,http://www.wikidata.org/entity/Q23661574,Festa da malla de Meira,Meira,http://www.wikidata.org/entity/Q1618958
Q23661580,http://www.wikidata.org/entity/Q23661580,Fiesta de la Anguila y Muestra de la Caña del País,Valga,http://www.wikidata.org/entity/Q1628179
Q23661584,http://www.wikidata.org/entity/Q23661584,Romería de San Ramón de Bealo,Boiro,http://www.wikidata.org/entity/Q735282
Q23661590,http://www.wikidata.org/entity/Q23661590,Fiesta del Pan de Neda,Neda,http://www.wikidata.org/entity/Q1635664
Q23661605,http://www.wikidata.org/entity/Q23661605,Romería de la Virgen de A Franqueira,La Cañiza,http://www.wikidata.org/entity/Q969445
Q23661615,http://www.wikidata.org/entity/Q23661615,Fiesta de la Danza y Contradanza de Darbo,Darbo,http://www.wikidata.org/entity/Q3396906
Q23661618,http://www.wikidata.org/entity/Q23661618,Romería de Nuestra Señora de los Milagros de Caion,A Laracha,http://www.wikidata.org/entity/Q924043
Q2750225,http://www.wikidata.org/entity/Q2750225,Carnaval de Lanz,Lanz,http://www.wikidata.org/entity/Q1647913
Q3100145,http://www.wikidata.org/entity/Q3100145,Tributo de las Tres Vacas,Isaba,http://www.wikidata.org/entity/Q545577
Q20984236,http://www.wikidata.org/entity/Q20984236,Encierro del Pilón,Falces,http://www.wikidata.org/entity/Q1641884
Q20994893,http://www.wikidata.org/entity/Q20994893,Conmemoración de la Batalla de Lácar,Lácar,http://www.wikidata.org/entity/Q9025785
Q21001850,http://www.wikidata.org/entity/Q21001850,Carnavales de Ituren y Zubieta,Zubieta,http://www.wikidata.org/entity/Q1643571
Q21001850,http://www.wikidata.org/entity/Q21001850,Carnavales de Ituren y Zubieta,Ituren,http://www.wikidata.org/entity/Q1647956
Q23309506,http://www.wikidata.org/entity/Q23309506,Auto de los Reyes Magos,Sangüesa,http://www.wikidata.org/entity/Q842228
Q23309520,http://www.wikidata.org/entity/Q23309520,Carnaval de Alsasua,Alsasua,http://www.wikidata.org/entity/Q1635681
Q23309540,http://www.wikidata.org/entity/Q23309540,Semana Santa en Corella,Corella,http://www.wikidata.org/entity/Q550407
Q23309577,http://www.wikidata.org/entity/Q23309577,Fiesta de la Cereza,Milagro,http://www.wikidata.org/entity/Q644537
Q23309614,http://www.wikidata.org/entity/Q23309614,Encuentros con la Historia,Artajona,http://www.wikidata.org/entity/Q1645743
Q23309636,http://www.wikidata.org/entity/Q23309636,Día del Pastor,Huarte-Araquil,http://www.wikidata.org/entity/Q1647888
Q23309655,http://www.wikidata.org/entity/Q23309655,Toro con soga,Lodosa,http://www.wikidata.org/entity/Q984882
Q23309321,http://www.wikidata.org/entity/Q23309321,Quema de Judas,Alfaro,http://www.wikidata.org/entity/Q695889
Q23309364,http://www.wikidata.org/entity/Q23309364,Procesión del Humo,Arnedillo,http://www.wikidata.org/entity/Q581814
Q23309394,http://www.wikidata.org/entity/Q23309394,Ferias de la Concepción,Santo Domingo de la Calzada,http://www.wikidata.org/entity/Q646564
Q42960147,http://www.wikidata.org/entity/Q42960147,Batalla del clarete,San Asensio,http://www.wikidata.org/entity/Q1636238
Q42960759,http://www.wikidata.org/entity/Q42960759,Romería de la Caridad Grande,Villoslada de Cameros,http://www.wikidata.org/entity/Q1647583
Q42961218,http://www.wikidata.org/entity/Q42961218,Fiestas de san Cosme y san Damián,Arnedo,http://www.wikidata.org/entity/Q642083
Q42962811,http://www.wikidata.org/entity/Q42962811,Rosario de los Faroles,Haro,http://www.wikidata.org/entity/Q405292
Q42965618,http://www.wikidata.org/entity/Q42965618,Jornadas de la Verdura,Calahorra,http://www.wikidata.org/entity/Q642046
Q42965710,http://www.wikidata.org/entity/Q42965710,Molienda de Ocón,Ocón,http://www.wikidata.org/entity/Q1645887
Q23661622,http://www.wikidata.org/entity/Q23661622,Fiesta de Jesús el Nazareno y procesión de las Mortajas,Puebla del Caramiñal,http://www.wikidata.org/entity/Q300525
Q23661624,http://www.wikidata.org/entity/Q23661624,Romería de la Saínza,Rairiz de Veiga,http://www.wikidata.org/entity/Q542228
