WikidataID,WikidataFiestaURI,FiestaLabel,Location,WikidataLocation
Q21590406,http://www.wikidata.org/entity/Q21590406,Semana Santa en Torredonjimeno,Torredonjimeno,http://www.wikidata.org/entity/Q1915208
Q23459821,http://www.wikidata.org/entity/Q23459821,Carnaval de Alhama de Granada,Alhama de Granada,http://www.wikidata.org/entity/Q501674
Q23459907,http://www.wikidata.org/entity/Q23459907,Semana Santa en Las Cabezas de San Juan,Las Cabezas de San Juan,http://www.wikidata.org/entity/Q63052
Q23459968,http://www.wikidata.org/entity/Q23459968,Semana Santa en Osuna,Osuna,http://www.wikidata.org/entity/Q586018
Q23460093,http://www.wikidata.org/entity/Q23460093,Semana Santa en Carmona,Carmona,http://www.wikidata.org/entity/Q63092
Q23460200,http://www.wikidata.org/entity/Q23460200,Semana Santa en Guadalcanal,Guadalcanal,http://www.wikidata.org/entity/Q943977
Q23460256,http://www.wikidata.org/entity/Q23460256,Semana Santa en Coria del Río,Coria del Río,http://www.wikidata.org/entity/Q1445412
Q23460363,http://www.wikidata.org/entity/Q23460363,Semana Santa en Marchena,Marchena,http://www.wikidata.org/entity/Q929481
Q23460430,http://www.wikidata.org/entity/Q23460430,Semana Santa en Alcalá de Guadaira,Alcalá de Guadaíra,http://www.wikidata.org/entity/Q494781
Q23460575,http://www.wikidata.org/entity/Q23460575,Semana Santa en Alcalá del Río,Alcalá del Río,http://www.wikidata.org/entity/Q1386351
Q23460636,http://www.wikidata.org/entity/Q23460636,Semana Santa en La Roda de Andalucía,La Roda de Andalucía,http://www.wikidata.org/entity/Q1601705
Q23462866,http://www.wikidata.org/entity/Q23462866,Semana Santa en Archidona,Archidona,http://www.wikidata.org/entity/Q920126
Q23462961,http://www.wikidata.org/entity/Q23462961,Semana Santa en Campillos,Campillos,http://www.wikidata.org/entity/Q944101
Q23463116,http://www.wikidata.org/entity/Q23463116,Semana Santa en Alhaurín de la Torre,Alhaurín de la Torre,http://www.wikidata.org/entity/Q976528
Q23481302,http://www.wikidata.org/entity/Q23481302,Pasos de Alhaurín el Grande,Alhaurín el Grande,http://www.wikidata.org/entity/Q846149
Q23481408,http://www.wikidata.org/entity/Q23481408,Pasos de Istán,Istán,http://www.wikidata.org/entity/Q1630419
Q23481695,http://www.wikidata.org/entity/Q23481695,Semana Santa en Arriate,Arriate,http://www.wikidata.org/entity/Q1624154
Q23481793,http://www.wikidata.org/entity/Q23481793,Semana Santa en Aguilar de la Frontera,Aguilar de la Frontera,http://www.wikidata.org/entity/Q854444
Q23481925,http://www.wikidata.org/entity/Q23481925,Semana Santa en Bujalance,Bujalance,http://www.wikidata.org/entity/Q975711
Q23482012,http://www.wikidata.org/entity/Q23482012,Semana Santa en Hinojosa del Duque,Hinojosa del Duque,http://www.wikidata.org/entity/Q657396
Q23482113,http://www.wikidata.org/entity/Q23482113,Semana Santa en Lucena,Lucena,http://www.wikidata.org/entity/Q504598
Q23482229,http://www.wikidata.org/entity/Q23482229,Semana Santa en Montoro,Montoro,http://www.wikidata.org/entity/Q1375851
Q23538275,http://www.wikidata.org/entity/Q23538275,Semana Santa en Moriles,Moriles,http://www.wikidata.org/entity/Q1406673
Q23538279,http://www.wikidata.org/entity/Q23538279,Semana Santa en Pozoblanco,Pozoblanco,http://www.wikidata.org/entity/Q820240
Q23538290,http://www.wikidata.org/entity/Q23538290,Semana Santa en Alcalá del Valle,Alcalá del Valle,http://www.wikidata.org/entity/Q1379651
Q23538293,http://www.wikidata.org/entity/Q23538293,Semana Santa en Espera,Espera,http://www.wikidata.org/entity/Q1448444
Q23538301,http://www.wikidata.org/entity/Q23538301,Semana Santa en San Roque,San Roque,http://www.wikidata.org/entity/Q846153
Q23538305,http://www.wikidata.org/entity/Q23538305,Semana Santa en Setenil de las Bodegas,Setenil de las Bodegas,http://www.wikidata.org/entity/Q918623
Q23538311,http://www.wikidata.org/entity/Q23538311,Semana Santa en La Línea de la Concepción,La Línea de la Concepción,http://www.wikidata.org/entity/Q13148
Q23538317,http://www.wikidata.org/entity/Q23538317,Semana Santa en Alcalá la Real,Alcalá la Real,http://www.wikidata.org/entity/Q638181
Q23538319,http://www.wikidata.org/entity/Q23538319,Semana Santa en Cuevas del Almanzora,Cuevas del Almanzora,http://www.wikidata.org/entity/Q1048762
Q23538360,http://www.wikidata.org/entity/Q23538360,Semana Santa en Vélez-Rubio,Vélez-Rubio,http://www.wikidata.org/entity/Q1110343
Q23538365,http://www.wikidata.org/entity/Q23538365,Semana Santa en Almuñécar,Almuñécar,http://www.wikidata.org/entity/Q193780
Q23538373,http://www.wikidata.org/entity/Q23538373,Romería de las Santas,Puebla de Don Fadrique,http://www.wikidata.org/entity/Q615841
Q23538379,http://www.wikidata.org/entity/Q23538379,Moros y Cristianos de Benamaurel,Benamaurel,http://www.wikidata.org/entity/Q554238
Q23538431,http://www.wikidata.org/entity/Q23538431,Belén viviente de Arcos de la Frontera,Arcos de la Frontera,http://www.wikidata.org/entity/Q637863
Q23540017,http://www.wikidata.org/entity/Q23540017,Cabalgata de Reyes de Sevilla,Sevilla,http://www.wikidata.org/entity/Q8717
Q23540271,http://www.wikidata.org/entity/Q23540271,Fiestas de San Sebastián,Lubrín,http://www.wikidata.org/entity/Q629609
Q23540407,http://www.wikidata.org/entity/Q23540407,Fiestas de San Sebastián,Olula del Río,http://www.wikidata.org/entity/Q1358205
Q23540526,http://www.wikidata.org/entity/Q23540526,Fiestas de las Capitulaciones de Santa Fe,Santa Fe,http://www.wikidata.org/entity/Q615722
Q23540637,http://www.wikidata.org/entity/Q23540637,Moros y Cristianos de Zújar,Zújar,http://www.wikidata.org/entity/Q619524
Q23540733,http://www.wikidata.org/entity/Q23540733,Romería de la Santa Virgen de la Peña,Puebla de Guzmán,http://www.wikidata.org/entity/Q675994
Q23540760,http://www.wikidata.org/entity/Q23540760,Romería de San Benito Abad,El Cerro de Andévalo,http://www.wikidata.org/entity/Q1445364
Q23540761,http://www.wikidata.org/entity/Q23540761,Romería de Nuestra Señora Coronada,Cortelazor,http://www.wikidata.org/entity/Q957544
Q23540764,http://www.wikidata.org/entity/Q23540764,Fiesta de San Isidro Labrador,Estepona,http://www.wikidata.org/entity/Q492748
Q23540835,http://www.wikidata.org/entity/Q23540835,Domingos de Mayo,Priego de Córdoba,http://www.wikidata.org/entity/Q301437
Q23540836,http://www.wikidata.org/entity/Q23540836,Salida de las Carretas del Rocío,Gines,http://www.wikidata.org/entity/Q1645522
Q23540861,http://www.wikidata.org/entity/Q23540861,Feria de la Primavera,Antequera,http://www.wikidata.org/entity/Q572041
Q23540864,http://www.wikidata.org/entity/Q23540864,Romería de los Gitanos,Cabra,http://www.wikidata.org/entity/Q927931
Q23540868,http://www.wikidata.org/entity/Q23540868,Velada de Santiago y de Santa Ana,Triana,http://www.wikidata.org/entity/Q957828
Q23540870,http://www.wikidata.org/entity/Q23540870,Exaltación del Río Guadalquivir,Sanlúcar de Barrameda,http://www.wikidata.org/entity/Q210887
Q23540877,http://www.wikidata.org/entity/Q23540877,Exposición de Alfarería y Cerámica,La Rambla,http://www.wikidata.org/entity/Q1645517
Q23540895,http://www.wikidata.org/entity/Q23540895,Festival del Cante Grande,Puente Genil,http://www.wikidata.org/entity/Q589053
Q23540970,http://www.wikidata.org/entity/Q23540970,Rifa de Nuestra Señora de la Fuensanta,Pizarra,http://www.wikidata.org/entity/Q1657599
Q23541011,http://www.wikidata.org/entity/Q23541011,Moros y Cristianos de Quéntar,Quéntar,http://www.wikidata.org/entity/Q427351
Q23541026,http://www.wikidata.org/entity/Q23541026,Fiesta en Honor a Nuestra Señora del Rosario,Carrión de los Céspedes,http://www.wikidata.org/entity/Q1447344
Q23541043,http://www.wikidata.org/entity/Q23541043,Fiestas de la Fuente del Vino,Cádiar,http://www.wikidata.org/entity/Q554489
Q23541062,http://www.wikidata.org/entity/Q23541062,Encierros Taurinos,La Peza,http://www.wikidata.org/entity/Q611223
Q23541081,http://www.wikidata.org/entity/Q23541081,Romería del Día de Jeva,Antequera,http://www.wikidata.org/entity/Q572041
Q23541106,http://www.wikidata.org/entity/Q23541106,Feria y Fiestas de la Vendimia,Villanueva del Ariscal,http://www.wikidata.org/entity/Q1146794
Q23541123,http://www.wikidata.org/entity/Q23541123,Fiesta del Verdeo,Arahal,http://www.wikidata.org/entity/Q62717
Q23541152,http://www.wikidata.org/entity/Q23541152,Cabalgata Agrícola,Tarifa,http://www.wikidata.org/entity/Q222702
Q23541165,http://www.wikidata.org/entity/Q23541165,Los Piostros,Pedroche,http://www.wikidata.org/entity/Q1447333
Q23541253,http://www.wikidata.org/entity/Q23541253,Romería de Nuestra Señora de los Ángeles,Alájar,http://www.wikidata.org/entity/Q450906
Q23541265,http://www.wikidata.org/entity/Q23541265,Romería de la Virgen Saliente,Albox,http://www.wikidata.org/entity/Q1404671
Q23541279,http://www.wikidata.org/entity/Q23541279,Fiestas de Nuestra Señora de Regla,Chipiona,http://www.wikidata.org/entity/Q741749
Q5398070,http://www.wikidata.org/entity/Q5398070,Fiestas de San Roque,Calatayud,http://www.wikidata.org/entity/Q496424
Q5561151,http://www.wikidata.org/entity/Q5561151,Alfonsadas,Calatayud,http://www.wikidata.org/entity/Q496424
Q5797961,http://www.wikidata.org/entity/Q5797961,Dance de Tauste,Tauste,http://www.wikidata.org/entity/Q572755
Q5860858,http://www.wikidata.org/entity/Q5860858,Festa del Tossino,Albelda,http://www.wikidata.org/entity/Q956462
Q11907722,http://www.wikidata.org/entity/Q11907722,Ball dels Salvatges,Benabarre,http://www.wikidata.org/entity/Q816666
Q23541328,http://www.wikidata.org/entity/Q23541328,Semana Santa en Calatayud,Calatayud,http://www.wikidata.org/entity/Q496424
Q23617579,http://www.wikidata.org/entity/Q23617579,Semana Santa en Ateca,Ateca,http://www.wikidata.org/entity/Q1628439
Q23617764,http://www.wikidata.org/entity/Q23617764,Semana Santa en Torrijo de la Cañada,Torrijo de la Cañada,http://www.wikidata.org/entity/Q1650416
Q23617942,http://www.wikidata.org/entity/Q23617942,Semana Santa en Huesca,Huesca,http://www.wikidata.org/entity/Q11967
Q23618106,http://www.wikidata.org/entity/Q23618106,Semana Santa en Caspe,Caspe,http://www.wikidata.org/entity/Q64010
Q23639912,http://www.wikidata.org/entity/Q23639912,Semana Santa en Barbastro,Barbastro,http://www.wikidata.org/entity/Q502975
Q23640009,http://www.wikidata.org/entity/Q23640009,Semana Santa en Tarazona,Tarazona,http://www.wikidata.org/entity/Q639412
Q23640138,http://www.wikidata.org/entity/Q23640138,Semana Santa en Valderrobres,Valderrobres,http://www.wikidata.org/entity/Q1641285
Q23640203,http://www.wikidata.org/entity/Q23640203,Semana Santa en Jaca,Jaca,http://www.wikidata.org/entity/Q49581
Q23640206,http://www.wikidata.org/entity/Q23640206,Semana Santa en Tauste,Tauste,http://www.wikidata.org/entity/Q572755
Q23640213,http://www.wikidata.org/entity/Q23640213,Semana Santa en Sarrión,Sarrión,http://www.wikidata.org/entity/Q1650905
Q23640219,http://www.wikidata.org/entity/Q23640219,Subida a la Encomienda,Alfambra,http://www.wikidata.org/entity/Q1653307
Q23640239,http://www.wikidata.org/entity/Q23640239,Semana Santa en Ejea de los Caballeros,Ejea de los Caballeros,http://www.wikidata.org/entity/Q817204
Q23640245,http://www.wikidata.org/entity/Q23640245,La Enclavación,Ayerbe,http://www.wikidata.org/entity/Q189749
Q23641859,http://www.wikidata.org/entity/Q23641859,Fiesta de San Antonio,Matarraña,http://www.wikidata.org/entity/Q1544003
Q23641876,http://www.wikidata.org/entity/Q23641876,Fiestas de San Sebastián,Castelserás,http://www.wikidata.org/entity/Q932738
Q23641877,http://www.wikidata.org/entity/Q23641877,Fiesta de los Sanantones y la Encamisada,Estercuel,http://www.wikidata.org/entity/Q1651625
Q23641879,http://www.wikidata.org/entity/Q23641879,Fiestas de San Blas,Ateca,http://www.wikidata.org/entity/Q1628439
Q23657061,http://www.wikidata.org/entity/Q23657061,Bodas de Isabel de Segura,Teruel,http://www.wikidata.org/entity/Q14336
Q23657062,http://www.wikidata.org/entity/Q23657062,Conmemoración del nacimiento de Fernando II de Aragón,Sos del Rey Católico,http://www.wikidata.org/entity/Q49571
Q23657064,http://www.wikidata.org/entity/Q23657064,Fiestas celtíberas de Segeda,Mara,http://www.wikidata.org/entity/Q949866
Q648409,http://www.wikidata.org/entity/Q648409,La Vijanera,Silió,http://www.wikidata.org/entity/Q3483885
Q895266,http://www.wikidata.org/entity/Q895266,Bous a la Mar,Denia,http://www.wikidata.org/entity/Q646725
Q2054423,http://www.wikidata.org/entity/Q2054423,Carnaval de La Bañeza,La Bañeza,http://www.wikidata.org/entity/Q1442670
Q2834310,http://www.wikidata.org/entity/Q2834310,Fallas de Alcira,Alcira,http://www.wikidata.org/entity/Q931780
Q2890938,http://www.wikidata.org/entity/Q2890938,Batalla del vino,Haro,http://www.wikidata.org/entity/Q405292
Q3092925,http://www.wikidata.org/entity/Q3092925,Fiestas del Pilar,Zaragoza,http://www.wikidata.org/entity/Q10305
Q3181317,http://www.wikidata.org/entity/Q3181317,Fiestas de la Merced,Barcelona,http://www.wikidata.org/entity/Q1492
Q3395702,http://www.wikidata.org/entity/Q3395702,Fiesta del albariño,Cambados,http://www.wikidata.org/entity/Q695477
Q4121017,http://www.wikidata.org/entity/Q4121017,Festival de los Patios Cordobeses,Córdoba,http://www.wikidata.org/entity/Q5818
Q4163493,http://www.wikidata.org/entity/Q4163493,La Pasión de Callosa de Segura,Callosa de Segura,http://www.wikidata.org/entity/Q1750915
Q4848804,http://www.wikidata.org/entity/Q4848804,Fiestas Lustrales de la Bajada de la Virgen de las Nieves,Santa Cruz de La Palma,http://www.wikidata.org/entity/Q433632
Q4895460,http://www.wikidata.org/entity/Q4895460,Fiestas de Santa Tecla,Tarragona,http://www.wikidata.org/entity/Q15088
Q4896555,http://www.wikidata.org/entity/Q4896555,El Jarramplas,Piornal,http://www.wikidata.org/entity/Q1613446
Q5121286,http://www.wikidata.org/entity/Q5121286,Cipotegato,Tarazona,http://www.wikidata.org/entity/Q639412
Q5400462,http://www.wikidata.org/entity/Q5400462,Carreritas,,
Q5552003,http://www.wikidata.org/entity/Q5552003,Semana Santa en Jumilla,Jumilla,http://www.wikidata.org/entity/Q917173
Q5660198,http://www.wikidata.org/entity/Q5660198,Fiestas de San Bernabé,Logroño,http://www.wikidata.org/entity/Q14325
Q5667441,http://www.wikidata.org/entity/Q5667441,Semana Santa en Utrera,Utrera,http://www.wikidata.org/entity/Q753825
Q5691435,http://www.wikidata.org/entity/Q5691435,Semana Santa en Ciudad Real,Ciudad Real,http://www.wikidata.org/entity/Q15093
Q5722479,http://www.wikidata.org/entity/Q5722479,Batalla de Flores,Laredo,http://www.wikidata.org/entity/Q828955
Q5737798,http://www.wikidata.org/entity/Q5737798,Caballada de Atienza,Atienza,http://www.wikidata.org/entity/Q524820
Q5752821,http://www.wikidata.org/entity/Q5752821,Carnaval de Badajoz,Badajoz,http://www.wikidata.org/entity/Q15679
Q5752915,http://www.wikidata.org/entity/Q5752915,Carnaval de Villarrobledo,Villarrobledo,http://www.wikidata.org/entity/Q82030
Q5752931,http://www.wikidata.org/entity/Q5752931,Carnaval del Toro,Ciudad Rodrigo,http://www.wikidata.org/entity/Q820476
Q5789983,http://www.wikidata.org/entity/Q5789983,Coso Blanco,Castro Urdiales,http://www.wikidata.org/entity/Q501090
Q5803879,http://www.wikidata.org/entity/Q5803879,Descenso a nado de la ría del Navia,Navia,http://www.wikidata.org/entity/Q668795
Q5815728,http://www.wikidata.org/entity/Q5815728,Día de América en Asturias,Oviedo,http://www.wikidata.org/entity/Q14317
Q5815733,http://www.wikidata.org/entity/Q5815733,Día de Cantabria,Cabezón de la Sal,http://www.wikidata.org/entity/Q593831
Q5820985,http://www.wikidata.org/entity/Q5820985,Bautizo del Niño,Palencia,http://www.wikidata.org/entity/Q8378
Q5832389,http://www.wikidata.org/entity/Q5832389,Encierros de Cuéllar,Cuéllar,http://www.wikidata.org/entity/Q1631311
Q5860920,http://www.wikidata.org/entity/Q5860920,Festival Folklórico de los Pirineos,Jaca,http://www.wikidata.org/entity/Q49581
Q5860920,http://www.wikidata.org/entity/Q5860920,Festival Folklórico de los Pirineos,Oloron-Sainte-Marie,http://www.wikidata.org/entity/Q208407
Q5861076,http://www.wikidata.org/entity/Q5861076,Festival Medieval de Hita,Hita,http://www.wikidata.org/entity/Q1769186
Q5861311,http://www.wikidata.org/entity/Q5861311,Festival de la Sidra,Nava,http://www.wikidata.org/entity/Q946280
Q5861673,http://www.wikidata.org/entity/Q5861673,Fiesta de La Vaquilla,Colmenar Viejo,http://www.wikidata.org/entity/Q55480
Q5861679,http://www.wikidata.org/entity/Q5861679,Fiesta de Nuestra Señora del Rosario (Luarca),Luarca,http://www.wikidata.org/entity/Q1872807
Q5861721,http://www.wikidata.org/entity/Q5861721,Fiesta de la Virgen de la Guía,Llanes,http://www.wikidata.org/entity/Q503094
Q5861740,http://www.wikidata.org/entity/Q5861740,Fiesta de las Cuadrillas,Barranda,http://www.wikidata.org/entity/Q2885490
Q5861769,http://www.wikidata.org/entity/Q5861769,Fiesta del Orujo,Potes,http://www.wikidata.org/entity/Q919035
Q5861770,http://www.wikidata.org/entity/Q5861770,Fiesta del Pan y del Queso,Quel,http://www.wikidata.org/entity/Q575953
Q5861825,http://www.wikidata.org/entity/Q5861825,Fiestas de San Lorenzo (Huesca),Huesca,http://www.wikidata.org/entity/Q11967
Q5861827,http://www.wikidata.org/entity/Q5861827,Fiestas de San Mateo,Logroño,http://www.wikidata.org/entity/Q14325
Q5861870,http://www.wikidata.org/entity/Q5861870,Fiestas patronales Sagrada Familia y Santísimo Cristo,Vall de Uxó,http://www.wikidata.org/entity/Q1637512
Q5887906,http://www.wikidata.org/entity/Q5887906,Guerras Cántabras (fiesta),Los Corrales de Buelna,http://www.wikidata.org/entity/Q1443867
Q5936421,http://www.wikidata.org/entity/Q5936421,Jornadas medievales de Briones,Briones,http://www.wikidata.org/entity/Q584251
Q6019517,http://www.wikidata.org/entity/Q6019517,Misterio de Obanos,Obanos,http://www.wikidata.org/entity/Q984867
Q6038341,http://www.wikidata.org/entity/Q6038341,Naseiro,Vivero,http://www.wikidata.org/entity/Q641221
Q6065752,http://www.wikidata.org/entity/Q6065752,Pasión Viviente de Castro Urdiales,Castro Urdiales,http://www.wikidata.org/entity/Q501090
Q6124466,http://www.wikidata.org/entity/Q6124466,Semana Santa de Jaén,Jaén,http://www.wikidata.org/entity/Q15681
Q6124473,http://www.wikidata.org/entity/Q6124473,Semana Santa en Alcira,Alcira,http://www.wikidata.org/entity/Q931780
Q6124477,http://www.wikidata.org/entity/Q6124477,Semana Santa en Almería,Almería,http://www.wikidata.org/entity/Q10400
Q6124485,http://www.wikidata.org/entity/Q6124485,Semana Santa en Astorga,Astorga,http://www.wikidata.org/entity/Q465078
Q6124498,http://www.wikidata.org/entity/Q6124498,Semana Santa en Burgos,Burgos,http://www.wikidata.org/entity/Q9580
Q6124500,http://www.wikidata.org/entity/Q6124500,Semana Santa en Cabra,Cabra,http://www.wikidata.org/entity/Q927931
Q6124511,http://www.wikidata.org/entity/Q6124511,Semana Santa en Cieza,Cieza,http://www.wikidata.org/entity/Q1014709
Q6124521,http://www.wikidata.org/entity/Q6124521,Semana Santa en Estepa,Estepa,http://www.wikidata.org/entity/Q966470
Q6124531,http://www.wikidata.org/entity/Q6124531,Semana Santa en Huelva,Huelva,http://www.wikidata.org/entity/Q12246
Q6124533,http://www.wikidata.org/entity/Q6124533,Semana Santa en Jerez de la Frontera,Jerez de la Frontera,http://www.wikidata.org/entity/Q12303
Q6124542,http://www.wikidata.org/entity/Q6124542,Semana Santa en Linares,Linares,http://www.wikidata.org/entity/Q281272
Q6124544,http://www.wikidata.org/entity/Q6124544,Semana Santa en Loja,Loja,http://www.wikidata.org/entity/Q332989
Q6124551,http://www.wikidata.org/entity/Q6124551,Semana Santa en Martos,Martos,http://www.wikidata.org/entity/Q695425
Q6124564,http://www.wikidata.org/entity/Q6124564,Semana Santa en Mérida,Mérida,http://www.wikidata.org/entity/Q14323
Q6124566,http://www.wikidata.org/entity/Q6124566,Semana Santa en Ocaña,Ocaña,http://www.wikidata.org/entity/Q957767
Q6124569,http://www.wikidata.org/entity/Q6124569,Semana Santa en Olvera,Olvera,http://www.wikidata.org/entity/Q662224
Q6124586,http://www.wikidata.org/entity/Q6124586,Semana Santa en San Fernando (Cádiz),San Fernando,http://www.wikidata.org/entity/Q741765
Q6124598,http://www.wikidata.org/entity/Q6124598,Semana Santa en Tobarra,Tobarra,http://www.wikidata.org/entity/Q1622986
Q6124611,http://www.wikidata.org/entity/Q6124611,Semana Santa en Écija,Écija,http://www.wikidata.org/entity/Q273413
Q6124613,http://www.wikidata.org/entity/Q6124613,Semana Santa en Úbeda,Úbeda,http://www.wikidata.org/entity/Q329984
Q6711801,http://www.wikidata.org/entity/Q6711801,Aplec del Caragol,Lérida,http://www.wikidata.org/entity/Q15090
Q7401479,http://www.wikidata.org/entity/Q7401479,Fiestas de San Juan del Monte,Miranda de Ebro,http://www.wikidata.org/entity/Q11994
Q8771143,http://www.wikidata.org/entity/Q8771143,Día de Asturias en Gijón,Gijón,http://www.wikidata.org/entity/Q12273
Q8961227,http://www.wikidata.org/entity/Q8961227,Feria de Todos los Santos de Cocentaina,Cocentaina,http://www.wikidata.org/entity/Q1231003
Q8961606,http://www.wikidata.org/entity/Q8961606,Fiesta del Agua de Villagarcía de Arosa,Villagarcía de Arosa,http://www.wikidata.org/entity/Q1442637
Q8961623,http://www.wikidata.org/entity/Q8961623,Fiestas de San Vicente Ferrer,Vall de Uxó,http://www.wikidata.org/entity/Q1637512
Q9024118,http://www.wikidata.org/entity/Q9024118,Los Picaos de San Vicente de la Sonsierra,San Vicente de la Sonsierra,http://www.wikidata.org/entity/Q761879
Q9035210,http://www.wikidata.org/entity/Q9035210,Moros y Cristianos de Villena,Villena,http://www.wikidata.org/entity/Q502249
Q9056620,http://www.wikidata.org/entity/Q9056620,Paso del Fuego,San Pedro Manrique,http://www.wikidata.org/entity/Q836559
Q9066149,http://www.wikidata.org/entity/Q9066149,Rally Internacional Barcelona-Sitges,Sitges,http://www.wikidata.org/entity/Q15551
Q9075846,http://www.wikidata.org/entity/Q9075846,Semana Santa Marinera,Poblados Marítimos,http://www.wikidata.org/entity/Q3392780
Q9075862,http://www.wikidata.org/entity/Q9075862,Semana Santa en Baeza,Baeza,http://www.wikidata.org/entity/Q488555
Q9075868,http://www.wikidata.org/entity/Q9075868,Semana Santa en Córdoba,Córdoba,http://www.wikidata.org/entity/Q5818
Q9076605,http://www.wikidata.org/entity/Q9076605,Sexenio de Morella,,
Q11166489,http://www.wikidata.org/entity/Q11166489,Cabalgata de Reyes Magos de Alcoy,Alcoy,http://www.wikidata.org/entity/Q494777
Q11915705,http://www.wikidata.org/entity/Q11915705,Corpus de Sitget,Sitges,http://www.wikidata.org/entity/Q15551
Q11921918,http://www.wikidata.org/entity/Q11921918,Fiesta del Renacimiento,Tortosa,http://www.wikidata.org/entity/Q12812
Q11922101,http://www.wikidata.org/entity/Q11922101,Feria de Agosto de Játiva,Xátiva,http://www.wikidata.org/entity/Q738013
Q11947723,http://www.wikidata.org/entity/Q11947723,Santíssim Misteri de Cervera,Cervera,http://www.wikidata.org/entity/Q847011
Q11949578,http://www.wikidata.org/entity/Q11949578,Semana Medieval de San Jorge,Montblanc,http://www.wikidata.org/entity/Q761735
Q12388467,http://www.wikidata.org/entity/Q12388467,Fiesta de la Historia,Ribadavia,http://www.wikidata.org/entity/Q917180
Q12388482,http://www.wikidata.org/entity/Q12388482,Fiesta del Pulpo de O Carballiño,Carballino,http://www.wikidata.org/entity/Q1607558
Q12388485,http://www.wikidata.org/entity/Q12388485,Fiestas de San Froilán de Lugo,Lugo,http://www.wikidata.org/entity/Q11125
Q16303295,http://www.wikidata.org/entity/Q16303295,"Fiestas de la Virgen, Yecla",Yecla,http://www.wikidata.org/entity/Q931116
Q17632257,http://www.wikidata.org/entity/Q17632257,Festival de Exaltación del Botillo,Bembibre,http://www.wikidata.org/entity/Q1157834
Q17632299,http://www.wikidata.org/entity/Q17632299,Fiestas de Santa Ana,Tudela,http://www.wikidata.org/entity/Q244747
Q17993325,http://www.wikidata.org/entity/Q17993325,Alfombras de Serrín de Elche de la Sierra,Elche de la Sierra,http://www.wikidata.org/entity/Q575812
Q20001242,http://www.wikidata.org/entity/Q20001242,La Pasión de Esparraguera,Esparraguera,http://www.wikidata.org/entity/Q15620
Q20014639,http://www.wikidata.org/entity/Q20014639,Día de la Faldeta,Fraga,http://www.wikidata.org/entity/Q904212
Q20017036,http://www.wikidata.org/entity/Q20017036,La Bajada del Ángel,Tudela,http://www.wikidata.org/entity/Q244747
Q20541714,http://www.wikidata.org/entity/Q20541714,Entroido de Ginzo de Limia,Ginzo de Limia,http://www.wikidata.org/entity/Q918637
Q20544324,http://www.wikidata.org/entity/Q20544324,Fiesta del Cocido,Lalín,http://www.wikidata.org/entity/Q1374736
Q3392407,http://www.wikidata.org/entity/Q3392407,Arde Lucus,Lugo,http://www.wikidata.org/entity/Q11125
Q5752861,http://www.wikidata.org/entity/Q5752861,Carnaval de Laza,Laza,http://www.wikidata.org/entity/Q1631843
Q5799146,http://www.wikidata.org/entity/Q5799146,Danza de San Sebastián de Aldán,Aldán,http://www.wikidata.org/entity/Q3397151
Q5858753,http://www.wikidata.org/entity/Q5858753,Feria Franca Medieval,Betanzos,http://www.wikidata.org/entity/Q671341
Q5861700,http://www.wikidata.org/entity/Q5861700,Fiesta de la Almeja,Villagarcía de Arosa,http://www.wikidata.org/entity/Q1442637
Q6003103,http://www.wikidata.org/entity/Q6003103,Maruxaina,San Ciprián,http://www.wikidata.org/entity/Q3029724
Q6038341,http://www.wikidata.org/entity/Q6038341,Naseiro,Vivero,http://www.wikidata.org/entity/Q641221
Q8961500,http://www.wikidata.org/entity/Q8961500,Festa da Dorna,Riveira,http://www.wikidata.org/entity/Q904130
Q9066621,http://www.wikidata.org/entity/Q9066621,Rapa das Bestas de Sabucedo,Sabucedo,http://www.wikidata.org/entity/Q3396827
Q12388339,http://www.wikidata.org/entity/Q12388339,Feria del Bonito,Burela,http://www.wikidata.org/entity/Q1619456
Q12388466,http://www.wikidata.org/entity/Q12388466,Fiesta de la Virgen de Guadalupe,Rianjo,http://www.wikidata.org/entity/Q835911
Q12388467,http://www.wikidata.org/entity/Q12388467,Fiesta de la Historia,Ribadavia,http://www.wikidata.org/entity/Q917180
Q12388474,http://www.wikidata.org/entity/Q12388474,Festa do Boi de Allariz,Allariz,http://www.wikidata.org/entity/Q1438879
Q12388477,http://www.wikidata.org/entity/Q12388477,Fiesta del Carnero al Espeto,Moraña,http://www.wikidata.org/entity/Q1607494
Q12388480,http://www.wikidata.org/entity/Q12388480,Fiesta de Exaltación del Pan de Cea,San Cristóbal de Cea,http://www.wikidata.org/entity/Q1603760
Q12388481,http://www.wikidata.org/entity/Q12388481,Fiesta del Pulpo,Mugardos,http://www.wikidata.org/entity/Q1442847
Q12388642,http://www.wikidata.org/entity/Q12388642,Folión de Carros,Chantada,http://www.wikidata.org/entity/Q1447512
Q12399211,http://www.wikidata.org/entity/Q12399211,Romería de la tortilla de laro,Silleda,http://www.wikidata.org/entity/Q1607540
Q12399215,http://www.wikidata.org/entity/Q12399215,Fiestas de San Benitiño de Lérez,Pontevedra,http://www.wikidata.org/entity/Q12411
Q12400240,http://www.wikidata.org/entity/Q12400240,Semana Santa de Cangas,Cangas de Morrazo,http://www.wikidata.org/entity/Q1628188
Q12400241,http://www.wikidata.org/entity/Q12400241,Semana Santa de Paradela,Meis,http://www.wikidata.org/entity/Q32438
